symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
A,2016-08-11 00:00:00+00:00,48.13,48.19,47.47,47.62,1377024,46.3202941455,46.3780381233,45.6851103904,45.8294703347,1377024,0.0,1.0
A,2016-08-12 00:00:00+00:00,48.14,48.195,47.7,47.97,1538976,46.3299181418,46.3828501214,45.906462305,46.1663102049,1538976,0.0,1.0
A,2016-08-15 00:00:00+00:00,48.44,48.62,48.12,48.17,2323589,46.6186380305,46.7918699638,46.3106701492,46.3587901307,2323589,0.0,1.0
A,2016-08-16 00:00:00+00:00,48.28,48.54,48.117,48.27,3175994,46.4646540899,46.7148779934,46.3077829504,46.4550300936,3175994,0.0,1.0
A,2016-08-17 00:00:00+00:00,48.43,48.63,48.08,48.63,3151431,46.6090140342,46.80149396,46.2721741641,46.80149396,3151431,0.0,1.0
A,2016-08-18 00:00:00+00:00,46.72,47.34,46.09,46.88,4660295,44.9633106686,45.5599984386,44.3569989023,45.1172946092,4660295,0.0,1.0
A,2016-08-19 00:00:00+00:00,47.62,47.79,46.57,46.58,3340438,45.8294703347,45.9930782717,44.8189507242,44.8285747205,3340438,0.0,1.0
A,2016-08-22 00:00:00+00:00,47.58,47.848,47.38,47.63,1626833,45.7909743496,46.0488974501,45.5984944238,45.839094331,1626833,0.0,1.0
A,2016-08-23 00:00:00+00:00,47.82,48.085,47.68,47.73,1645348,46.0219502605,46.2769861622,45.8872143125,45.9353342939,1645348,0.0,1.0
A,2016-08-24 00:00:00+00:00,46.7,47.82,46.63,47.74,2634707,44.944062676,46.0219502605,44.876694702,45.9449582902,2634707,0.0,1.0
A,2016-08-25 00:00:00+00:00,47.26,47.42,46.61,46.67,2160074,45.4830064683,45.6369904089,44.8574467094,44.9151906871,2160074,0.0,1.0
A,2016-08-26 00:00:00+00:00,47.32,47.79,47.07,47.41,1581245,45.540750446,45.9930782717,45.3001505388,45.6273664126,1581245,0.0,1.0
A,2016-08-29 00:00:00+00:00,47.62,47.89,47.31,47.45,1332975,45.8294703347,46.0893182346,45.5311264497,45.6658623978,1332975,0.0,1.0
A,2016-08-30 00:00:00+00:00,47.14,47.81,47.08,47.66,2231203,45.3675185128,46.0123262642,45.309774535,45.8679663199,2231203,0.0,1.0
A,2016-08-31 00:00:00+00:00,46.98,47.19,46.8075,47.12,1676587,45.2135345721,45.4156384942,45.0475206361,45.3482705202,1676587,0.0,1.0
A,2016-09-01 00:00:00+00:00,46.99,47.22,46.8075,47.03,1257886,45.2231585684,45.4445104831,45.0475206361,45.2616545536,1257886,0.0,1.0
A,2016-09-02 00:00:00+00:00,47.0,47.39,46.89,47.23,1424454,45.2327825647,45.60811842,45.1269186055,45.4541344794,1424454,0.0,1.0
A,2016-09-06 00:00:00+00:00,46.95,47.11,46.72,46.9,1460928,45.1846625833,45.3386465239,44.9633106686,45.1365426018,1460928,0.0,1.0
A,2016-09-07 00:00:00+00:00,47.11,47.17,46.86,47.07,1542576,45.3386465239,45.3963905017,45.0980466167,45.3001505388,1542576,0.0,1.0
A,2016-09-08 00:00:00+00:00,47.02,47.16,46.94,47.07,884738,45.2520305573,45.3867665054,45.175038587,45.3001505388,884738,0.0,1.0
A,2016-09-09 00:00:00+00:00,44.88,46.53,44.87,46.51,2507018,43.1924953512,44.7804547391,43.1828713549,44.7612067465,2507018,0.0,1.0
A,2016-09-12 00:00:00+00:00,45.75,45.81,44.47,44.59,1835434,44.0297830284,44.0875270062,42.7979115033,42.9133994587,1835434,0.0,1.0
A,2016-09-13 00:00:00+00:00,44.9,45.42,44.61,45.36,3461832,43.2117433437,43.7121911508,42.9326474513,43.6544471731,3461832,0.0,1.0
A,2016-09-14 00:00:00+00:00,44.86,45.1,44.6,45.01,1604806,43.1732473586,43.4042232695,42.923023455,43.3176073029,1604806,0.0,1.0
A,2016-09-15 00:00:00+00:00,45.44,45.68,44.81,44.86,1733971,43.7314391434,43.9624150544,43.1251273771,43.1732473586,1733971,0.0,1.0
A,2016-09-16 00:00:00+00:00,44.79,45.39,44.74,45.39,2592850,43.1058793845,43.683319162,43.0577594031,43.683319162,2592850,0.0,1.0
A,2016-09-19 00:00:00+00:00,44.95,45.48,44.86,44.9,1927900,43.2598633252,43.7699351286,43.1732473586,43.2117433437,1927900,0.0,1.0
A,2016-09-20 00:00:00+00:00,45.71,45.95,45.15,45.33,2333122,43.9912870433,44.2222629542,43.452343251,43.6255751842,2333122,0.0,1.0
A,2016-09-21 00:00:00+00:00,46.04,46.25,45.41,45.98,1612736,44.3088789208,44.5109828429,43.7025671545,44.2511349431,1612736,0.0,1.0
A,2016-09-22 00:00:00+00:00,46.67,46.7,46.29,46.38,1307074,44.9151906871,44.944062676,44.5494788281,44.6360947947,1307074,0.0,1.0
A,2016-09-23 00:00:00+00:00,46.61,46.87,46.31,46.43,1957032,44.8574467094,45.1076706129,44.5687268207,44.6842147762,1957032,0.0,1.0
A,2016-09-26 00:00:00+00:00,46.57,46.77,46.16,46.46,2639060,44.8189507242,45.01143065,44.4243668763,44.713086765,2639060,0.0,1.0
A,2016-09-27 00:00:00+00:00,46.7,46.71,46.23,46.53,1587143,44.944062676,44.9536866723,44.4917348504,44.7804547391,1587143,0.0,1.0
A,2016-09-28 00:00:00+00:00,47.18,47.26,46.52,46.9,1502533,45.4060144979,45.4830064683,44.7708307428,45.1365426018,1502533,0.0,1.0
A,2016-09-29 00:00:00+00:00,46.41,47.27,46.14,47.05,1938218,44.6649667836,45.4926304646,44.4051188837,45.2809025462,1938218,0.0,1.0
A,2016-09-30 00:00:00+00:00,47.09,47.315,46.3,46.5,1754316,45.4300744887,45.6471432243,44.6679220392,44.8608720264,1754316,0.115,1.0
A,2016-10-03 00:00:00+00:00,47.14,47.23,46.82,46.82,1539625,45.4783119855,45.5651394797,45.1695920059,45.1695920059,1539625,0.0,1.0
A,2016-10-04 00:00:00+00:00,46.83,47.3,46.67,47.07,1763985,45.1792395053,45.6326719752,45.0248795155,45.4107794899,1763985,0.0,1.0
A,2016-10-05 00:00:00+00:00,47.15,47.31,46.9275,47.04,1432268,45.4879594848,45.6423194746,45.2733026241,45.3818369919,1432268,0.0,1.0
A,2016-10-06 00:00:00+00:00,47.3,47.43,46.88,47.01,1772801,45.6326719752,45.7580894669,45.2274770021,45.3528944938,1772801,0.0,1.0
A,2016-10-07 00:00:00+00:00,47.38,47.49,46.99,47.33,1663127,45.7098519701,45.8159744631,45.3335994951,45.6616144733,1663127,0.0,1.0
A,2016-10-10 00:00:00+00:00,47.69,48.15,47.55,47.58,1544958,46.0089244503,46.4527094209,45.8738594593,45.9028019573,1544958,0.0,1.0
A,2016-10-11 00:00:00+00:00,45.69,47.19,45.42,47.19,2912537,44.0794245782,45.5265494823,43.8189420955,45.5265494823,2912537,0.0,1.0
A,2016-10-12 00:00:00+00:00,45.47,45.815,45.42,45.78,1736076,43.8671795923,44.2000183202,43.8189420955,44.1662520724,1736076,0.0,1.0
A,2016-10-13 00:00:00+00:00,45.16,45.32,44.755,44.84,1336023,43.5681071121,43.7224671019,43.177383388,43.2593871326,1336023,0.0,1.0
A,2016-10-14 00:00:00+00:00,45.08,45.62,45.08,45.38,997137,43.4909271172,44.0118920827,43.4909271172,43.780352098,997137,0.0,1.0
A,2016-10-17 00:00:00+00:00,45.15,45.47,44.9999,45.08,1160321,43.5584596127,43.8671795923,43.4136506473,43.4909271172,1160321,0.0,1.0
A,2016-10-18 00:00:00+00:00,45.44,45.83,45.27,45.7,1949108,43.8382370942,44.2144895692,43.6742296051,44.0890720776,1949108,0.0,1.0
A,2016-10-19 00:00:00+00:00,46.02,46.15,45.34,45.41,1769090,44.3977920571,44.5232095488,43.7417621006,43.8092945961,1769090,0.0,1.0
A,2016-10-20 00:00:00+00:00,46.05,46.215,45.65,46.0,1493608,44.4267345552,44.5859182946,44.0408345808,44.3784970584,1493608,0.0,1.0
A,2016-10-21 00:00:00+00:00,45.57,45.67,45.29,45.67,1011340,43.9636545859,44.0601295795,43.6935246038,44.0601295795,1011340,0.0,1.0
A,2016-10-24 00:00:00+00:00,45.85,45.95,45.64,45.88,1666388,44.233784568,44.3302595616,44.0311870814,44.262727066,1666388,0.0,1.0
A,2016-10-25 00:00:00+00:00,43.51,45.59,43.17,45.26,3949609,41.9762697176,43.9829495846,41.6482547393,43.6645821057,3949609,0.0,1.0
A,2016-10-26 00:00:00+00:00,43.37,43.82,43.24,43.42,2146178,41.8412047266,42.2753421978,41.7157872349,41.8894422234,2146178,0.0,1.0
A,2016-10-27 00:00:00+00:00,43.38,44.19,43.35,43.97,2393625,41.8508522259,42.6322996741,41.8219097278,42.4200546882,2393625,0.0,1.0
A,2016-10-28 00:00:00+00:00,43.22,43.87,43.11,43.38,1471348,41.6964922362,42.3235796946,41.5903697432,41.8508522259,1471348,0.0,1.0
A,2016-10-31 00:00:00+00:00,43.57,43.7,43.18,43.33,1556762,42.0341547138,42.1595722055,41.6579022387,41.8026147291,1556762,0.0,1.0
A,2016-11-01 00:00:00+00:00,43.49,44.11,43.14,43.73,2133116,41.9569747189,42.5551196792,41.6193122413,42.1885147035,2133116,0.0,1.0
A,2016-11-02 00:00:00+00:00,43.26,43.73,43.24,43.47,2240428,41.7350822336,42.1885147035,41.7157872349,41.9376797202,2240428,0.0,1.0
A,2016-11-03 00:00:00+00:00,43.66,44.0,43.18,43.33,2510054,42.120982208,42.4489971863,41.6579022387,41.8026147291,2510054,0.0,1.0
A,2016-11-04 00:00:00+00:00,44.32,44.915,43.69,43.69,2220908,42.7577171658,43.3317433778,42.1499247061,42.1499247061,2220908,0.0,1.0
A,2016-11-07 00:00:00+00:00,45.71,45.76,44.95,44.99,1723957,44.0987195769,44.1469570737,43.3655096255,43.404099623,1723957,0.0,1.0
A,2016-11-08 00:00:00+00:00,45.62,45.9599,45.32,45.48,2136740,44.0118920827,44.3398105859,43.7224671019,43.8768270916,2136740,0.0,1.0
A,2016-11-09 00:00:00+00:00,45.94,46.09,44.49,45.41,3501243,44.3206120622,44.4653245526,42.9217246549,43.8092945961,3501243,0.0,1.0
A,2016-11-10 00:00:00+00:00,47.03,47.38,46.34,46.6,2558722,45.3721894925,45.7098519701,44.7065120366,44.95734702,2558722,0.0,1.0
A,2016-11-11 00:00:00+00:00,46.37,46.87,46.21,46.77,2219255,44.7354545347,45.2178295027,44.5810945449,45.1213545091,2219255,0.0,1.0
A,2016-11-14 00:00:00+00:00,45.33,46.73,45.18,46.66,3443200,43.7321146012,45.0827645117,43.5874021108,45.0152320162,3443200,0.0,1.0
A,2016-11-15 00:00:00+00:00,45.4,46.0,44.95,45.33,4710170,43.7996470967,44.3784970584,43.3655096255,43.7321146012,4710170,0.0,1.0
A,2016-11-16 00:00:00+00:00,46.18,47.8,46.15,46.3,4026754,44.5521520469,46.1150469433,44.5232095488,44.6679220392,4026754,0.0,1.0
A,2016-11-17 00:00:00+00:00,45.94,46.16,45.55,46.16,2070609,44.3206120622,44.5328570481,43.9443595872,44.5328570481,2070609,0.0,1.0
A,2016-11-18 00:00:00+00:00,45.04,46.2,45.01,45.91,3148538,43.4523371198,44.5714470456,43.4233946217,44.2916695641,3148538,0.0,1.0
A,2016-11-21 00:00:00+00:00,44.97,45.24,44.65,45.22,2540067,43.3848046242,43.645287107,43.0760846447,43.6259921083,2540067,0.0,1.0
A,2016-11-22 00:00:00+00:00,44.46,45.16,43.77,44.94,2831226,42.8927821569,43.5681071121,42.227104701,43.3558621262,2831226,0.0,1.0
A,2016-11-23 00:00:00+00:00,44.65,44.78,43.97,44.18,1926275,43.0760846447,43.2015021364,42.4200546882,42.6226521748,1926275,0.0,1.0
A,2016-11-25 00:00:00+00:00,44.89,45.005,44.62,44.74,877140,43.3076246294,43.418570872,43.0471421466,43.1629121389,877140,0.0,1.0
A,2016-11-28 00:00:00+00:00,43.6,44.69,43.58,44.52,2241795,42.0630972119,43.1146746421,42.0438022131,42.950667153,2241795,0.0,1.0
A,2016-11-29 00:00:00+00:00,44.48,44.63,43.52,43.6,1952118,42.9120771556,43.056789646,41.985917217,42.0630972119,1952118,0.0,1.0
A,2016-11-30 00:00:00+00:00,43.98,44.9,43.94,44.79,2238575,42.4297021875,43.3172721287,42.3911121901,43.2111496358,2238575,0.0,1.0
A,2016-12-01 00:00:00+00:00,43.21,44.1,42.92,44.08,2823273,41.6868447368,42.5454721799,41.4070672553,42.5261771812,2823273,0.0,1.0
A,2016-12-02 00:00:00+00:00,44.03,44.09,43.27,43.27,2153515,42.4779396844,42.5358246805,41.744729733,41.744729733,2153515,0.0,1.0
A,2016-12-05 00:00:00+00:00,44.53,44.69,44.21,44.21,2495020,42.9603146524,43.1146746421,42.6515946728,42.6515946728,2495020,0.0,1.0
A,2016-12-06 00:00:00+00:00,44.84,44.9,44.2,44.58,1136658,43.2593871326,43.3172721287,42.6419471735,43.0085521492,1136658,0.0,1.0
A,2016-12-07 00:00:00+00:00,44.99,44.99,44.11,44.56,1815238,43.404099623,43.404099623,42.5551196792,42.9892571505,1815238,0.0,1.0
A,2016-12-08 00:00:00+00:00,45.8,45.83,44.77,44.99,1848936,44.1855470712,44.2144895692,43.191854637,43.404099623,1848936,0.0,1.0
A,2016-12-09 00:00:00+00:00,46.3,46.32,45.85,45.91,1937622,44.6679220392,44.6872170379,44.233784568,44.2916695641,1937622,0.0,1.0
A,2016-12-12 00:00:00+00:00,46.14,46.75,46.11,46.18,1851517,44.5135620494,45.1020595104,44.4846195513,44.5521520469,1851517,0.0,1.0
A,2016-12-13 00:00:00+00:00,46.39,46.61,46.16,46.31,1734678,44.7547495334,44.9669945194,44.5328570481,44.6775695386,1734678,0.0,1.0
A,2016-12-14 00:00:00+00:00,46.14,46.79,46.0,46.43,2044052,44.5135620494,45.1406495079,44.3784970584,44.7933395309,2044052,0.0,1.0
A,2016-12-15 00:00:00+00:00,46.56,46.77,45.9201,46.08,1338905,44.9187570226,45.1213545091,44.3014135385,44.4556770533,1338905,0.0,1.0
A,2016-12-16 00:00:00+00:00,45.91,46.92,45.81,46.61,2103155,44.2916695641,45.2660669995,44.1951945705,44.9669945194,2103155,0.0,1.0
A,2016-12-19 00:00:00+00:00,45.43,46.22,45.36,45.89,1084164,43.8285895948,44.5907420443,43.7610570993,44.2723745654,1084164,0.0,1.0
A,2016-12-20 00:00:00+00:00,46.21,46.31,45.54,45.75,1552366,44.5810945449,44.6775695386,43.9347120878,44.1373095744,1552366,0.0,1.0
A,2016-12-21 00:00:00+00:00,46.04,46.36,45.86,46.21,1652288,44.4170870558,44.7258070354,44.2434320673,44.5810945449,1652288,0.0,1.0
A,2016-12-22 00:00:00+00:00,45.97,46.13,45.8,45.93,968296,44.3495545603,44.5039145501,44.1855470712,44.3109645629,968296,0.0,1.0
A,2016-12-23 00:00:00+00:00,46.2,46.23,45.93,46.08,727682,44.5714470456,44.6003895437,44.3109645629,44.4556770533,727682,0.0,1.0
A,2016-12-27 00:00:00+00:00,46.51,46.655,46.32,46.37,1535489,44.8705195258,45.0104082665,44.6872170379,44.7354545347,1535489,0.0,1.0
A,2016-12-28 00:00:00+00:00,45.72,46.7,45.68,46.51,1177275,44.1083670763,45.0538220136,44.0697770788,44.8705195258,1177275,0.0,1.0
A,2016-12-29 00:00:00+00:00,45.64,46.0,45.57,45.68,891398,44.158534073,44.5068485398,44.09080626,44.1972356804,891398,0.132,1.0
A,2016-12-30 00:00:00+00:00,45.56,45.82,45.375,45.76,1216100,44.0811308581,44.3326913064,43.9021359238,44.2746388952,1216100,0.0,1.0
A,2017-01-03 00:00:00+00:00,46.49,46.75,45.74,45.93,1739726,44.9809432308,45.232503679,44.2552880915,44.4391207268,1739726,0.0,1.0
A,2017-01-04 00:00:00+00:00,47.1,47.38,46.8162,46.93,1821264,45.571142744,45.842053996,45.2965548393,45.4066609124,1821264,0.0,1.0
A,2017-01-05 00:00:00+00:00,46.54,47.07,46.355,47.05,1503763,45.02932024,45.5421165384,44.8503253057,45.5227657347,1503763,0.0,1.0
A,2017-01-06 00:00:00+00:00,47.99,48.07,46.56,46.63,2883483,46.4322535092,46.5096567241,45.0486710438,45.1163988567,2883483,0.0,1.0
A,2017-01-09 00:00:00+00:00,48.14,48.555,47.905,48.01,2575328,46.5773845371,46.9789137141,46.3500125934,46.4516043129,2575328,0.0,1.0
A,2017-01-10 00:00:00+00:00,48.1,48.54,47.82,48.34,1560549,46.5386829296,46.9644006113,46.2677716777,46.7708925742,1560549,0.0,1.0
A,2017-01-11 00:00:00+00:00,49.25,49.48,47.95,48.03,5624332,47.6513541431,47.8738883858,46.3935519018,46.4709551167,5624332,0.0,1.0
A,2017-01-12 00:00:00+00:00,48.52,48.9,47.98,48.9,3276952,46.9450498076,47.3127150782,46.4225781074,47.3127150782,3276952,0.0,1.0
A,2017-01-13 00:00:00+00:00,48.69,48.85,48.41,48.6,1568923,47.1095316392,47.2643380689,46.8386203872,47.0224530225,1568923,0.0,1.0
A,2017-01-17 00:00:00+00:00,48.32,48.715,48.175,48.37,1939449,46.7515417705,47.1337201438,46.6112484436,46.7999187798,1939449,0.0,1.0
A,2017-01-18 00:00:00+00:00,48.25,48.73,48.0,48.67,1523508,46.6838139575,47.1482332466,46.4419289111,47.0901808355,1523508,0.0,1.0
A,2017-01-19 00:00:00+00:00,47.64,48.09,47.51,48.04,1346142,46.0936144442,46.5290075278,45.9678342201,46.4806305185,1346142,0.0,1.0
A,2017-01-20 00:00:00+00:00,47.62,47.93,47.4139,47.83,1701695,46.0742636405,46.3742010981,45.8748536083,46.2774470795,1701695,0.0,1.0
A,2017-01-23 00:00:00+00:00,47.39,47.83,47.23,47.6,2013878,45.8517293978,46.2774470795,45.6969229681,46.0549128368,2013878,0.0,1.0
A,2017-01-24 00:00:00+00:00,47.35,48.21,47.05,47.77,2741915,45.8130277904,46.6451123501,45.5227657347,46.2193946684,2741915,0.0,1.0
A,2017-01-25 00:00:00+00:00,48.41,48.42,47.41,47.6,3073228,46.8386203872,46.8482957891,45.8710802016,46.0549128368,3073228,0.0,1.0
A,2017-01-26 00:00:00+00:00,48.17,48.43,47.915,48.42,1895562,46.6064107426,46.8579711909,46.3596879953,46.8482957891,1895562,0.0,1.0
A,2017-01-27 00:00:00+00:00,48.65,48.825,48.3,48.32,1527822,47.0708300318,47.2401495642,46.7321909668,46.7515417705,1527822,0.0,1.0
A,2017-01-30 00:00:00+00:00,47.67,48.55,47.385,48.48,2266487,46.1226406498,46.9740760132,45.8468916969,46.9063482002,2266487,0.0,1.0
A,2017-01-31 00:00:00+00:00,48.97,49.145,48.01,48.04,2552612,47.3804428912,47.5497624236,46.4516043129,46.4806305185,2552612,0.0,1.0
A,2017-02-01 00:00:00+00:00,49.26,49.81,48.68,48.93,2244604,47.661029545,48.1931766471,47.0998562373,47.3417412837,2244604,0.0,1.0
A,2017-02-02 00:00:00+00:00,48.9,49.0,48.47,48.88,1352525,47.3127150782,47.4094690967,46.8966727983,47.2933642745,1352525,0.0,1.0
A,2017-02-03 00:00:00+00:00,49.38,49.47,49.06,49.09,1191855,47.7771343673,47.864212984,47.4675215079,47.4965477134,1191855,0.0,1.0
A,2017-02-06 00:00:00+00:00,49.27,49.38,48.96,49.13,952095,47.6707049469,47.7771343673,47.3707674893,47.5352493209,952095,0.0,1.0
A,2017-02-07 00:00:00+00:00,49.64,49.78,49.26,49.42,2170720,48.0286948155,48.1641504415,47.661029545,47.8158359747,2170720,0.0,1.0
A,2017-02-08 00:00:00+00:00,49.93,50.03,49.23,49.37,2107079,48.3092814694,48.4060354879,47.6320033394,47.7674589654,2107079,0.0,1.0
A,2017-02-09 00:00:00+00:00,50.47,50.8,50.0,50.1,2557747,48.8317531696,49.1510414309,48.3770092824,48.4737633009,2557747,0.0,1.0
A,2017-02-10 00:00:00+00:00,50.36,50.59,50.02,50.51,2092479,48.7253237492,48.9478579919,48.3963600861,48.8704547771,2092479,0.0,1.0
A,2017-02-13 00:00:00+00:00,50.52,50.89,50.42,50.63,1568350,48.8801301789,49.2381200476,48.7833761603,48.9865595993,1568350,0.0,1.0
A,2017-02-14 00:00:00+00:00,50.39,50.68,50.09,50.24,3544448,48.7543499548,49.0349366086,48.4640878991,48.6092189269,3544448,0.0,1.0
A,2017-02-15 00:00:00+00:00,51.62,51.84,50.62,51.14,5724488,49.9444243831,50.157283224,48.9768841975,49.480005094,5724488,0.0,1.0
A,2017-02-16 00:00:00+00:00,50.84,51.68,50.56,51.68,2550439,49.1897430383,50.0024767943,48.9188317863,50.0024767943,2550439,0.0,1.0
A,2017-02-17 00:00:00+00:00,51.63,51.64,50.58,50.65,2195788,49.954099785,49.9637751868,48.9381825901,49.005910403,2195788,0.0,1.0
A,2017-02-21 00:00:00+00:00,51.35,51.8,51.17,51.66,2036993,49.683188533,50.1185816165,49.5090312996,49.9831259906,2036993,0.0,1.0
A,2017-02-22 00:00:00+00:00,51.34,51.723,51.19,51.31,1632886,49.6735131311,50.0440810222,49.5283821033,49.6444869256,1632886,0.0,1.0
A,2017-02-23 00:00:00+00:00,51.47,51.6,51.2,51.44,1006867,49.7992933553,49.9250735794,49.5380575052,49.7702671497,1006867,0.0,1.0
A,2017-02-24 00:00:00+00:00,51.74,51.83,51.33,51.38,1612698,50.0605292054,50.1476078221,49.6638377293,49.7122147386,1612698,0.0,1.0
A,2017-02-27 00:00:00+00:00,51.66,51.94,51.46,51.74,1195138,49.9831259906,50.2540372425,49.7896179534,50.0605292054,1195138,0.0,1.0
A,2017-02-28 00:00:00+00:00,51.3,51.65,51.23,51.52,1417772,49.6348115237,49.9734505887,49.5670837107,49.8476703646,1417772,0.0,1.0
A,2017-03-01 00:00:00+00:00,52.04,52.26,51.62,51.62,2026600,50.3507912611,50.5636501019,49.9444243831,49.9444243831,2026600,0.0,1.0
A,2017-03-02 00:00:00+00:00,51.38,52.08,51.33,52.04,1706500,49.7122147386,50.3894928685,49.6638377293,50.3507912611,1706500,0.0,1.0
A,2017-03-03 00:00:00+00:00,51.98,52.04,51.15,51.38,1824423,50.29273885,50.3507912611,49.4896804959,49.7122147386,1824423,0.0,1.0
A,2017-03-06 00:00:00+00:00,51.25,51.82,51.175,51.64,1884477,49.5864345144,50.1379324203,49.5138690005,49.9637751868,1884477,0.0,1.0
A,2017-03-07 00:00:00+00:00,51.21,51.445,50.86,51.06,2233561,49.547732907,49.7751048506,49.209093842,49.4026018792,2233561,0.0,1.0
A,2017-03-08 00:00:00+00:00,51.41,51.565,50.95,51.26,1517642,49.7412409441,49.8912096729,49.2961724587,49.5961099163,1517642,0.0,1.0
A,2017-03-09 00:00:00+00:00,51.43,51.58,51.13,51.42,1259407,49.7605917479,49.9057227757,49.4703296922,49.750916346,1259407,0.0,1.0
A,2017-03-10 00:00:00+00:00,52.15,52.355,51.48,51.69,1860508,50.4572206815,50.6555664196,49.8089687571,50.0121521961,1860508,0.0,1.0
A,2017-03-13 00:00:00+00:00,52.45,52.46,51.99,52.14,1376191,50.7474827372,50.7571581391,50.3024142518,50.4475452797,1376191,0.0,1.0
A,2017-03-14 00:00:00+00:00,52.21,52.26,51.96,52.24,1203368,50.5152730927,50.5636501019,50.2733880462,50.5442992982,1203368,0.0,1.0
A,2017-03-15 00:00:00+00:00,54.1,54.82,53.02,53.31,4117983,52.3439240435,53.0405529772,51.298980643,51.5795672969,4117983,0.0,1.0
A,2017-03-16 00:00:00+00:00,53.05,54.05,52.83,53.43,2676915,51.3280068486,52.2955470343,51.1151480078,51.6956721191,2676915,0.0,1.0
A,2017-03-17 00:00:00+00:00,53.31,53.53,52.92,53.06,1936902,51.5795672969,51.7924261377,51.2022266245,51.3376822505,1936902,0.0,1.0
A,2017-03-20 00:00:00+00:00,53.15,53.63,53.0,53.33,1221409,51.4247608672,51.8891801563,51.2796298393,51.5989181006,1221409,0.0,1.0
A,2017-03-21 00:00:00+00:00,52.66,53.7335,52.48,53.28,1492698,50.9506661762,51.9893205655,50.7765089428,51.5505410913,1492698,0.0,1.0
A,2017-03-22 00:00:00+00:00,53.13,53.47,52.65,52.79,1257072,51.4054100635,51.7343737266,50.9409907743,51.0764464003,1257072,0.0,1.0
A,2017-03-23 00:00:00+00:00,53.18,53.78,52.72,53.04,1717929,51.4537870727,52.0343111841,51.0087185873,51.3183314467,1717929,0.0,1.0
A,2017-03-24 00:00:00+00:00,53.08,54.05,52.84,54.05,2015289,51.3570330542,52.2955470343,51.1248234096,52.2955470343,2015289,0.0,1.0
A,2017-03-27 00:00:00+00:00,53.24,53.34,52.42,52.6,1446568,51.5118394839,51.6085935024,50.7184565316,50.8926137651,1446568,0.0,1.0
A,2017-03-28 00:00:00+00:00,53.44,53.61,53.095,53.29,1312588,51.705347521,51.8698293526,51.371546157,51.5602164932,1312588,0.0,1.0
A,2017-03-29 00:00:00+00:00,53.12,53.42,52.78,53.26,1469882,51.3957346616,51.6859967173,51.0667709985,51.5311902876,1469882,0.0,1.0
A,2017-03-30 00:00:00+00:00,53.32,53.425,52.9,53.06,1627592,51.5892426987,51.6908344182,51.1828758208,51.3376822505,1627592,0.0,1.0
A,2017-03-31 00:00:00+00:00,52.87,53.23,52.81,53.07,1705625,51.2815649197,51.6307490198,51.2233675697,51.4755560864,1705625,0.132,1.0
A,2017-04-03 00:00:00+00:00,53.2,53.21,52.73,52.9,1550227,51.6016503448,51.6113499031,51.145771103,51.3106635947,1550227,0.0,1.0
A,2017-04-04 00:00:00+00:00,52.62,53.24,52.48,53.2,2017094,51.0390759613,51.6404485781,50.9032821446,51.6016503448,2017094,0.0,1.0
A,2017-04-05 00:00:00+00:00,52.71,53.22,52.695,52.72,1778251,51.1263719863,51.6210494614,51.1118226488,51.1360715447,1778251,0.0,1.0
A,2017-04-06 00:00:00+00:00,53.15,53.23,52.26,52.7,1548170,51.5531525531,51.6307490198,50.6898918612,51.116672428,1548170,0.0,1.0
A,2017-04-07 00:00:00+00:00,52.84,53.07,52.7,53.07,1243550,51.2524662447,51.4755560864,51.116672428,51.4755560864,1243550,0.0,1.0
A,2017-04-10 00:00:00+00:00,52.72,53.26,52.68,52.9,1025248,51.1360715447,51.6598476948,51.0972733113,51.3106635947,1025248,0.0,1.0
A,2017-04-11 00:00:00+00:00,52.83,52.9,52.37,52.7,1520703,51.2427666863,51.3106635947,50.7965870029,51.116672428,1520703,0.0,1.0
A,2017-04-12 00:00:00+00:00,52.55,53.03,52.47,52.85,1258152,50.971179053,51.4367578531,50.8935825863,51.262165803,1258152,0.0,1.0
A,2017-04-13 00:00:00+00:00,52.33,52.74,52.31,52.43,863990,50.7577887696,51.1554706613,50.7383896529,50.8547843529,863990,0.0,1.0
A,2017-04-17 00:00:00+00:00,53.46,53.705,52.43,52.63,1569436,51.8538388615,52.0914780407,50.8547843529,51.0487755196,1569436,0.0,1.0
A,2017-04-18 00:00:00+00:00,53.03,53.6,52.68,53.02,1241164,51.4367578531,51.9896326782,51.0972733113,51.4270582947,1241164,0.0,1.0
A,2017-04-19 00:00:00+00:00,53.07,53.42,52.95,53.35,2096351,51.4755560864,51.8150406281,51.3591613864,51.7471437198,2096351,0.0,1.0
A,2017-04-20 00:00:00+00:00,53.13,53.4,52.79,53.33,1569985,51.5337534364,51.7956415115,51.203968453,51.7277446031,1569985,0.0,1.0
A,2017-04-21 00:00:00+00:00,53.27,53.39,52.8399,53.26,2189351,51.6695472531,51.7859419531,51.2523692491,51.6598476948,2189351,0.0,1.0
A,2017-04-24 00:00:00+00:00,54.44,54.525,53.91,53.93,2257682,52.8043955784,52.8868418242,52.2903189866,52.3097181033,2257682,0.0,1.0
A,2017-04-25 00:00:00+00:00,54.81,55.19,54.51,54.75,2041701,53.1632792368,53.5318624535,52.8722924867,53.1050818868,2041701,0.0,1.0
